name,age,monthly income,ns1,ns2,ns3,city(made-up),nationality,sb,gender,phone,marital status,current employment status,most recent occupation,dbms,visualization tools,experience(in years),days_since_applying,continent,num_skills
Calvin Moore,29.0,89315.0,a,1,abc,Jasonstad,Norfolk Island,True,missing,935.154.7967x759,missing,unemployed,Automotive engineer,Python,missing,5,226.0,Oceania,2
Michele Browning,37.0,149642.0,c,0,003,Danielberg,Chad,True,missing,043-555-5755,missing,unemployed,Purchasing manager,Python,Tableau,9,675.0,Africa,2
Elizabeth Pearson,23.0,36550.0,a,0,missing,South Robertburgh,Uruguay,False,F,001-537-561-7960x601,missing,employed,Multimedia specialist,Excel,missing,9,787.0,South America,2
Derek Santos,42.452599388379205,57952.0,missing,0,001,South Austin,Liberia,False,F,779-664-7217,missing,missing,Field seismologist,Python,R,7,539.2338129496403,Africa,2
John Guerrero,63.0,114839.0,missing,0,001,East Janetside,American Samoa,False,missing,391.487.7572,married,freelancer,"Psychotherapist, child",Excel,missing,0,574.4,Oceania,2
Toni Cummings,42.452599388379205,144583.0,missing,1,002,Noahport,Marshall Islands,True,missing,(295)720-7158,missing,missing,"Nurse, mental health",missing,R,3,539.2338129496403,Oceania,2
Patricia Jordan,18.0,7322.0,missing,0,missing,North Heather,Estonia,True,Other,275.939.4170,missing,freelancer,Retail buyer,missing,PowerBI,2,607.2,Europe,2
Jay Patel,49.0,43833.0,b,0,003,Jeffreyton,Mayotte,True,F,(078)297-9728x7187,single,employed,Glass blower/designer,Python,missing,5,468.0,Africa,2
Christopher Richards,42.452599388379205,40025.0,missing,0,003,Melissatown,Ecuador,True,M,602.641.0319,single,freelancer,Diagnostic radiographer,SQL,R,2,539.2338129496403,South America,2
Craig Frey,42.452599388379205,105134.0,b,0,missing,West Josephbury,Bahrain,False,missing,+1-220-364-6206x9818,missing,freelancer,"Engineer, water",SQL,missing,10,539.2338129496403,Asia,2
Melissa Ellis,47.2,118745.0,c,0,abc,West Dennis,Tunisia,True,missing,(359)211-9789x275,missing,unemployed,Private music teacher,SQL,Tableau,9,818.0,Africa,2
Justin Burke,64.0,47708.0,c,1,missing,Ramosshire,Swaziland,False,M,+1-582-919-2170x53672,single,missing,"Engineer, land",SQL,missing,10,164.0,Africa,2
Marilyn Simpson,42.452599388379205,8090.0,b,1,abc,South Pattyfurt,Antigua and Barbuda,True,M,632-441-8264,single,unemployed,"Pharmacist, hospital",SQL,PowerBI,4,539.2338129496403,North America,2
Mr. Russell Harris,44.6,7463.0,b,0,missing,Murphyview,Martinique,True,M,+1-055-199-5115,married,missing,"Engineer, biomedical",missing,missing,2,629.0,North America,2
Timothy Jones,44.2,147482.0,b,0,001,Lake Katrinaborough,Cuba,True,M,+1-726-471-0365x79070,missing,employed,Investment analyst,missing,missing,2,114.0,North America,2
Michael Haley,32.0,43633.0,c,1,002,West Ronaldport,Lao People's Democratic Republic,True,M,983-101-3315x77804,married,employed,Clinical cytogeneticist,SQL,PowerBI,4,312.0,Asia,2
Michael Schultz,39.4,27230.0,a,0,002,West Daniel,Uganda,False,missing,001-431-427-4533x20179,missing,missing,Office manager,SQL,missing,2,300.0,Africa,2
Daniel Elliott,42.452599388379205,96327.0,b,1,abc,Levyfort,Paraguay,True,Other,+1-497-492-9433x235,single,employed,Contracting civil engineer,SQL,Tableau,5,539.2338129496403,South America,2
Gary Fleming,42.452599388379205,34665.0,missing,1,002,Transtad,Tonga,True,Other,(652)457-8420,married,missing,Ambulance person,Python,R,7,539.2338129496403,Oceania,2
Nicole Rodriguez,42.452599388379205,92415.0,c,0,abc,South Katherineville,Saudi Arabia,True,missing,290-127-2718x012,missing,missing,Insurance claims handler,missing,Tableau,6,539.2338129496403,Asia,2
Jeffrey Jimenez,42.452599388379205,62497.0,b,0,003,North Angelaview,China,True,F,4442947918,missing,missing,"Engineer, mining",missing,Tableau,1,539.2338129496403,Asia,2
Derrick Lambert,52.8,42785.0,missing,1,002,West Kayla,Bermuda,False,F,+1-832-918-5451x982,married,employed,Statistician,SQL,missing,0,8.0,North America,2
Anthony Cole,33.2,24338.0,missing,0,002,East Andrewland,Finland,True,F,+1-947-448-5577x3357,married,employed,"Conservator, furniture",SQL,PowerBI,0,352.0,Europe,2
Carla Navarro,44.0,41729.0,missing,1,abc,Phillipsfort,Switzerland,True,Other,325.621.3020x17547,single,freelancer,Set designer,Excel,Tableau,0,81.00000000000006,Europe,2
Martin Rogers,42.4,7848.0,missing,1,missing,Watkinsburgh,Kuwait,True,missing,306.181.3323x77532,missing,missing,"Programmer, applications",missing,R,3,529.0,Asia,2
Garrett Malone MD,37.8,37802.0,a,1,missing,Richmondport,Aruba,True,F,497-097-9277,married,missing,Soil scientist,missing,PowerBI,7,309.0,North America,2
Patrick Johnson,42.452599388379205,48207.0,a,0,missing,New Kevinfurt,Wallis and Futuna,True,F,4634950754,single,employed,Commercial art gallery manager,Excel,R,9,539.2338129496403,Oceania,2
John Cardenas,19.0,32909.0,b,0,missing,Michaeltown,Singapore,True,Other,283.836.2745x05939,married,employed,Learning disability nurse,SQL,R,1,267.0,Asia,2
Eric Jordan,54.0,131827.0,a,1,003,Elizabethview,Palestinian Territory,True,Other,(105)330-0417,missing,freelancer,Claims inspector/assessor,missing,missing,3,374.6,Unknown,2
Antonio Rodgers,42.4,30527.0,c,1,missing,Bartonbury,Botswana,True,missing,(891)055-3402x505,single,missing,Copy,missing,missing,9,411.0,Africa,2
Janice Black,36.0,25644.0,b,0,002,East Elizabeth,Mali,False,F,(155)603-2512,missing,missing,"Engineer, maintenance (IT)",SQL,R,4,794.0,Africa,2
Pamela Bates,33.2,106615.0,a,0,missing,North Stevenmouth,Pakistan,True,F,+1-277-020-9516x02298,missing,employed,Equities trader,Excel,Tableau,4,357.0,Asia,2
Mario Jones,40.0,49490.0,b,0,001,New Juanstad,Morocco,True,missing,+1-741-622-3639x254,missing,employed,Advertising copywriter,Excel,Tableau,7,1053.0,Africa,2
Tyler Yu,42.452599388379205,41817.0,b,0,abc,Murphyborough,Romania,True,Other,(301)442-0104x5036,missing,missing,"Surveyor, building",missing,Tableau,7,539.2338129496403,Europe,2
Erin Evans,45.6,113316.0,missing,0,003,Collierton,Guernsey,True,missing,+1-896-354-9885,single,unemployed,"Presenter, broadcasting",missing,PowerBI,2,1036.0,Europe,2
Michael West,49.0,24130.0,a,1,abc,Tuckerhaven,Reunion,True,Other,852.398.6755x0478,missing,missing,Product/process development scientist,missing,PowerBI,1,467.0,Unknown,2
David Ross,64.0,57290.0,missing,0,001,Christiantown,Tunisia,True,Other,+1-312-646-5624,missing,unemployed,Hospital doctor,missing,PowerBI,4,605.2,Africa,2
Mr. Robert Miller,42.8,43145.0,a,0,missing,Port Austinview,Denmark,True,missing,2349789226,single,freelancer,Music therapist,missing,missing,3,69.0,Europe,2
Jaime Hughes,31.0,51165.0,b,0,001,East Madison,Azerbaijan,True,missing,(270)807-2877x6353,missing,missing,Interior and spatial designer,missing,missing,3,528.2,Asia,2
Kaitlin Ford,34.0,117337.0,c,1,002,Lake Christopher,Eritrea,False,Other,(898)454-2592x288,missing,missing,Diplomatic Services operational officer,missing,Tableau,6,348.0,Africa,2
Kelsey Owen,42.452599388379205,57051.0,b,0,missing,Maryland,Kenya,False,Other,001-507-025-3838,missing,employed,Office manager,SQL,missing,2,539.2338129496403,Africa,2
Donna Harper,38.0,5963.0,missing,0,missing,Nancyland,Georgia,True,missing,845.187.2396x8511,single,unemployed,"Nurse, adult",SQL,missing,8,556.2,Asia,2
Benjamin Thompson,39.0,55111.0,a,0,003,Rhondaberg,Greenland,True,Other,001-227-795-3226x1768,single,missing,Publishing copy,missing,missing,6,961.0,North America,2
Nicholas Evans,42.452599388379205,93034.0,b,0,abc,East Tinaburgh,Tunisia,True,Other,(257)374-4672x568,married,missing,Sales promotion account executive,missing,missing,4,539.2338129496403,Africa,2
Lisa Nunez,42.452599388379205,31011.0,b,1,001,Port John,Guernsey,True,missing,(848)170-1318x73279,single,missing,Air broker,missing,missing,1,539.2338129496403,Europe,2
Clarence Soto,42.452599388379205,80996.0,missing,0,002,Fraziermouth,Guernsey,True,missing,001-479-124-0433,single,unemployed,Counselling psychologist,missing,PowerBI,5,539.2338129496403,Europe,2
Jennifer Erickson,42.452599388379205,103210.0,a,0,003,East Josephfurt,French Guiana,True,Other,5791986575,missing,unemployed,Retail buyer,Excel,missing,0,539.2338129496403,South America,2
Jennifer Jackson,19.0,141043.0,c,0,002,Port Anna,Yemen,True,F,141-852-7101x67449,missing,unemployed,Industrial/product designer,missing,missing,0,1063.0,Asia,2
Sarah King,45.0,50538.0,missing,0,missing,Smithchester,Yemen,False,missing,(230)395-7866,single,unemployed,"Accountant, chartered certified",missing,PowerBI,10,531.4,Asia,2
Kyle Parks,38.6,46694.0,c,0,001,Morganville,Afghanistan,True,M,001-109-875-6590x876,single,missing,Chartered certified accountant,SQL,PowerBI,9,746.0,Asia,2
Phillip Garcia,52.0,39222.0,missing,0,002,Dorisborough,British Indian Ocean Territory (Chagos Archipelago),False,F,001-270-417-6989x2789,married,missing,Occupational hygienist,SQL,missing,4,512.0,Unknown,2
Susan Johnson,37.2,11066.0,b,1,abc,Joycemouth,Kuwait,True,M,001-744-734-6063,missing,freelancer,Commissioning editor,SQL,PowerBI,1,950.0,Asia,2
Kayla Cisneros,41.0,10755.0,missing,1,abc,Stevenfort,United Arab Emirates,True,F,685-009-1948,missing,missing,Firefighter,Python,missing,2,479.6,Asia,2
Frank Marquez,37.0,13244.0,b,0,003,Nancyland,Saint Lucia,True,missing,(830)146-5247x996,single,unemployed,"Exhibitions officer, museum/gallery",missing,R,1,308.0,North America,2
Lindsay Ryan,56.0,139150.0,c,0,003,Aguirreborough,Turkey,True,F,995.005.7666x09645,missing,unemployed,Medical sales representative,SQL,PowerBI,2,667.6,Asia,2
Tyler Koch,41.8,96371.0,missing,1,abc,Lake April,Hong Kong,True,missing,(580)766-3729x3642,missing,unemployed,"Designer, textile",Python,Tableau,3,900.0,Asia,2
Edwin Miller,42.452599388379205,86680.0,c,0,missing,Stephensonberg,Antigua and Barbuda,True,missing,589.515.2886x17771,missing,missing,Corporate investment banker,Python,R,9,539.2338129496403,North America,2
Vincent Thompson Jr.,42.452599388379205,97514.0,c,1,abc,West Michaeltown,Saudi Arabia,False,M,+1-477-436-1473x3200,missing,missing,Chartered loss adjuster,missing,R,9,539.2338129496403,Asia,2
Noah King,42.452599388379205,52160.0,c,1,002,Port Mariah,Comoros,True,F,948.973.3098,married,freelancer,Waste management officer,Python,Tableau,5,539.2338129496403,Africa,2
Timothy Oconnor,39.6,61039.0,missing,0,003,Lake Jasonshire,Jamaica,False,missing,001-749-795-0323x68409,missing,freelancer,Comptroller,missing,Tableau,8,535.0,North America,2
Daryl Ayala,37.4,24614.0,missing,1,003,West Dawn,Yemen,True,F,001-692-496-7058x3525,single,missing,"Conservation officer, historic buildings",missing,PowerBI,4,376.0,Asia,2
Mackenzie Wilson,25.0,90688.0,missing,0,missing,East Ashleyborough,Saint Martin,True,Other,3636597001,single,missing,"Education officer, community",Python,Tableau,6,501.6,North America,2
Joshua Benson,46.2,9265.0,b,0,001,South Jenniferfort,Luxembourg,True,Other,268-826-1556,missing,freelancer,Broadcast presenter,missing,PowerBI,8,1049.0,Europe,2
John Lynch,44.4,124165.0,missing,1,003,Port Jessicafort,Jordan,True,M,454-027-4113x38743,single,employed,Camera operator,SQL,PowerBI,5,283.0,Asia,2
Ernest Young,39.8,55111.0,c,0,001,North Dianestad,United States of America,True,Other,084.049.9086,single,employed,Oncologist,Python,PowerBI,4,493.0,North America,2
Harold Burton,42.452599388379205,49653.0,c,0,abc,Derrickberg,Uganda,True,F,(303)643-3633x61858,married,missing,Fish farm manager,missing,missing,10,539.2338129496403,Africa,2
Kayla Maynard,41.4,133477.0,b,0,missing,East Scottside,Saint Kitts and Nevis,True,F,340.741.2557,missing,freelancer,"Geneticist, molecular",Excel,R,8,82.0,North America,2
Karen Villa,49.0,24698.0,missing,1,002,South Joshuamouth,Colombia,True,F,+1-826-763-8736x006,missing,unemployed,Facilities manager,missing,PowerBI,5,471.0,South America,2
Mrs. Sabrina Vaughn,42.452599388379205,86743.0,missing,0,missing,Millerland,Pakistan,True,F,001-932-319-2290,missing,missing,Charity officer,missing,missing,8,539.2338129496403,Asia,2
Nicholas Estrada,43.0,48043.0,b,0,missing,Sierrastad,Hong Kong,True,F,847.930.2240x267,single,employed,Health visitor,SQL,PowerBI,7,154.0,Asia,2
Tyler Wilson,35.0,123657.0,c,1,001,Mooreside,Trinidad and Tobago,True,Other,152.400.0509x46336,married,unemployed,Learning mentor,missing,missing,6,567.6,North America,2
Alyssa Rivas,39.0,30641.0,a,1,missing,Heathershire,British Indian Ocean Territory (Chagos Archipelago),True,F,1286714443,married,missing,Exercise physiologist,SQL,missing,4,451.20000000000005,Unknown,2
Bradley Chaney,42.452599388379205,18073.0,a,1,002,Mckenziemouth,Antarctica (the territory South of 60 deg S),True,M,001-265-391-8207,missing,unemployed,Museum/gallery conservator,Excel,missing,1,539.2338129496403,Unknown,2
Tabitha Marquez,42.452599388379205,31556.0,a,1,abc,Williamsmouth,New Caledonia,False,F,(682)488-0091,missing,freelancer,Water quality scientist,missing,R,0,539.2338129496403,Oceania,2
Nathan Robertson,42.452599388379205,85038.0,a,0,003,Chanbury,Turkmenistan,True,F,725.401.8988,missing,missing,"Engineer, petroleum",SQL,PowerBI,10,539.2338129496403,Asia,2
Sarah Garcia,37.4,74162.0,b,0,missing,New Sherry,Montenegro,True,missing,001-434-994-4209x6812,missing,missing,Estate agent,Excel,missing,3,875.0,Europe,2
Debra Henry,25.0,81194.0,a,0,missing,Tanyaland,British Virgin Islands,False,F,+1-086-447-3576x32467,single,freelancer,"Engineer, electronics",Python,missing,7,1074.0,North America,2
Todd Smith,39.4,71463.0,c,0,001,Lake Alison,Marshall Islands,True,Other,301-456-8677x233,missing,missing,"Doctor, general practice",missing,missing,1,110.00000000000006,Oceania,2
Brian Flores DDS,44.6,112562.0,a,0,003,Lake Danielville,Papua New Guinea,True,M,294.326.2036x732,missing,freelancer,Clinical psychologist,SQL,PowerBI,3,322.0,Oceania,2
Elizabeth Griffin,58.0,147846.0,missing,0,002,New Nicholas,Sweden,True,Other,959-121-5361x3376,missing,missing,Systems developer,missing,R,4,799.0,Europe,2
Anna Hill,42.452599388379205,37233.0,missing,0,missing,Jeffreyfurt,Angola,True,Other,436-744-8788,single,missing,Emergency planning/management officer,SQL,missing,10,539.2338129496403,Africa,2
Angie Griffin,42.452599388379205,47626.0,b,0,003,Lake Todd,Antigua and Barbuda,True,Other,(102)978-2394,missing,employed,Personnel officer,SQL,R,9,539.2338129496403,North America,2
Sarah Snow,38.2,97341.0,a,1,003,Smithberg,Croatia,False,Other,276.002.7333x36550,married,employed,Academic librarian,Python,Tableau,3,345.0,Europe,2
Kevin King,55.0,129040.0,c,0,missing,Romeroview,Vanuatu,True,missing,801-369-6373,single,freelancer,"Radiographer, diagnostic",Python,missing,4,396.0,Oceania,2
Ryan Villa,43.8,41484.0,a,1,002,Swansonberg,French Guiana,True,missing,889.594.6701,missing,freelancer,Equities trader,Excel,R,9,215.0,South America,2
James Jordan,42.2,119528.0,b,0,missing,New Michaelside,Netherlands,True,Other,+1-918-309-3976x831,missing,missing,Patent attorney,Python,missing,7,902.0,Europe,2
Jack Vargas,43.4,11926.0,missing,1,002,Cynthiafort,French Polynesia,True,F,035.668.4317x3542,missing,unemployed,Electrical engineer,missing,missing,9,840.0,Oceania,2
Roger Lowery,36.800000000000004,6560.0,missing,0,abc,Stevenview,Anguilla,True,M,(136)979-6483x688,missing,employed,Therapeutic radiographer,Python,missing,1,882.0,North America,2
Ms. Ashley Hanson,40.0,36835.0,missing,1,missing,Lake Lisa,Gabon,False,missing,700.810.6056x7862,missing,unemployed,Fisheries officer,SQL,Tableau,4,93.99999999999994,Africa,2
Tara Spears,49.0,57612.0,b,1,001,North Erica,Kuwait,False,missing,518-689-3156,single,unemployed,"Geneticist, molecular",SQL,PowerBI,7,463.0,Asia,2
Darren Williams,42.452599388379205,36932.0,b,1,abc,West Jamesville,France,False,F,(837)416-1101x702,missing,missing,Fast food restaurant manager,missing,missing,1,539.2338129496403,Europe,2
Michael Davis,43.2,68093.0,c,0,missing,Burtonfort,Palestinian Territory,False,missing,+1-522-895-1052x892,missing,freelancer,"Scientist, biomedical",Excel,missing,7,683.0,Unknown,2
Olivia Clark,42.452599388379205,33137.0,missing,1,abc,Herreraburgh,Belize,False,M,288.060.0977,missing,employed,Geophysicist/field seismologist,missing,missing,0,539.2338129496403,North America,2
Christie Nichols,37.0,97989.0,c,0,missing,Brownberg,Gambia,True,Other,(157)278-4098,married,freelancer,Theatre stage manager,missing,missing,3,413.8,Africa,2
Joseph Espinoza,42.452599388379205,50743.0,c,0,missing,Smithshire,India,True,missing,827.581.3612x331,married,freelancer,Statistician,Python,missing,1,539.2338129496403,Asia,2
Nicholas Lee,42.452599388379205,52284.0,missing,0,003,West Kathy,Sweden,False,Other,050-356-1998,missing,missing,Warden/ranger,missing,missing,1,539.2338129496403,Europe,2
Shelby Valencia,43.4,32845.0,missing,0,003,Brettmouth,Gambia,False,F,(656)114-2856,married,missing,Police officer,missing,PowerBI,0,831.0,Africa,2
Lynn Harrison,34.0,24105.0,missing,0,missing,Williamburgh,Cameroon,True,F,001-198-925-9760x466,single,missing,Consulting civil engineer,missing,Tableau,10,563.0,Africa,2
Matthew Sanchez,53.0,119691.0,b,0,002,Taylorchester,Martinique,False,missing,+1-959-746-4020x987,married,employed,Retail buyer,missing,PowerBI,10,413.0,North America,2
Kyle Murphy,24.0,6372.0,c,1,missing,East Ruth,Mauritania,True,Other,(458)514-9260x919,missing,unemployed,"Surveyor, minerals",SQL,missing,7,280.0,Africa,2
David Livingston,42.452599388379205,41142.0,b,0,abc,Beckerchester,Chile,True,M,407.208.5049x52429,single,unemployed,Banker,missing,R,1,539.2338129496403,South America,2
Mackenzie Vasquez,49.0,91748.0,a,0,003,Larsonland,Kenya,True,missing,001-781-714-6724x78945,missing,employed,"Education officer, community",SQL,R,1,8.0,Africa,2
Amber Griffin,54.0,136084.0,b,1,missing,Houseport,French Guiana,True,missing,9965408542,single,missing,"Engineer, mining",missing,R,10,374.6,South America,2
Mariah Huynh,42.452599388379205,92697.0,a,0,002,West Josephport,Myanmar,True,M,001-788-173-8640x25869,missing,employed,Government social research officer,missing,missing,0,539.2338129496403,Asia,2
Brianna Young,42.452599388379205,26127.0,missing,0,002,Smithfurt,French Guiana,True,M,001-873-727-6844x362,single,missing,Materials engineer,missing,Tableau,10,539.2338129496403,South America,2
Thomas Anderson,37.0,64704.0,a,1,001,Daviston,Palau,False,missing,001-639-916-8564x799,missing,employed,Microbiologist,missing,missing,0,551.0,Oceania,2
Jessica Gilbert,39.2,116891.0,missing,0,001,Christopherborough,Dominican Republic,True,M,001-819-009-8496x25811,missing,freelancer,Retail merchandiser,SQL,R,6,405.0,North America,2
Christopher Cunningham,33.0,64539.0,missing,0,missing,Lake Tonyabury,Cyprus,True,M,3083388430,married,employed,Chartered accountant,Excel,PowerBI,2,104.0,Asia,2
Marvin Weiss,32.8,69027.0,b,0,missing,Karenfort,Montserrat,True,missing,(094)130-7813x868,single,employed,"Producer, radio",Excel,R,8,733.0,North America,2
Michael Hall,42.2,62746.0,missing,1,003,Hughesfort,Lithuania,True,F,+1-661-589-3958,missing,freelancer,Associate Professor,missing,missing,1,798.0,Europe,2
Ronald Richardson,42.452599388379205,25564.0,a,0,missing,Barryborough,Pitcairn Islands,False,Other,(474)161-5233,married,employed,Travel agency manager,Python,Tableau,0,539.2338129496403,Unknown,2
Dr. Katherine Lloyd,42.452599388379205,10580.0,missing,1,003,Catherinechester,Chile,True,missing,001-039-926-4873x5801,missing,employed,"Designer, blown glass/stained glass",Excel,R,9,539.2338129496403,South America,2
Lori Ruiz,49.0,16643.0,a,0,abc,Jonathanville,Panama,False,missing,+1-800-895-7677x2442,single,freelancer,Metallurgist,Excel,missing,5,592.8,North America,2
Rodney Garcia,39.0,61765.0,a,0,missing,Ritterside,Bolivia,True,missing,520.705.5114,single,employed,"Nurse, adult",missing,missing,10,304.0,South America,2
Ronald Owens,42.452599388379205,141029.0,b,0,abc,Grayview,New Zealand,True,F,(977)187-4086x8082,single,freelancer,"Psychotherapist, dance movement",Python,PowerBI,3,539.2338129496403,Oceania,2
Anthony Rocha,42.452599388379205,76898.0,c,1,missing,Jamesside,Christmas Island,True,missing,+1-700-591-0667x326,single,freelancer,Surgeon,missing,R,4,539.2338129496403,Asia,2
Jennifer Key,49.0,127274.0,a,0,abc,East Gabriel,Ukraine,False,missing,725.500.6047,single,freelancer,Civil Service administrator,missing,missing,5,467.0,Europe,2
Jennifer Adkins,46.0,77389.0,b,0,002,East Ronnie,Bosnia and Herzegovina,False,F,287.626.2609x7052,single,unemployed,Trading standards officer,Excel,PowerBI,2,1025.0,Europe,2
Cassidy Cummings,42.452599388379205,64756.0,a,1,003,Henryborough,Suriname,True,Other,(261)519-5793,single,missing,Trading standards officer,SQL,R,1,539.2338129496403,South America,2
Rebecca Sanchez,36.8,67122.0,a,0,missing,Chanport,Germany,True,missing,001-173-998-6081x792,missing,freelancer,"Conservation officer, nature",SQL,PowerBI,5,865.0,Europe,2
Tammy Brown,42.452599388379205,103229.0,missing,1,missing,Diazfurt,Sudan,True,F,533-992-0164x23448,single,freelancer,Energy manager,SQL,missing,0,539.2338129496403,Africa,2
Mitchell Murphy,56.0,138216.0,c,0,abc,New Laurieland,United States of America,True,F,440-167-2454,single,employed,"Research officer, trade union",SQL,missing,8,1076.0,North America,2
William Thompson,42.452599388379205,36782.0,missing,1,missing,Matthewton,Vietnam,True,missing,+1-223-425-4563x591,missing,freelancer,"Engineer, technical sales",Python,Tableau,9,539.2338129496403,Asia,2
Mrs. Natalie Rice,38.2,99886.0,a,0,003,Charlesland,Dominican Republic,True,F,001-585-425-3043x49269,missing,freelancer,Records manager,Excel,R,8,972.0,North America,2
Danielle Lewis,42.452599388379205,122694.0,missing,0,missing,Mirandaview,Sri Lanka,False,missing,292.445.4743x254,missing,missing,Dealer,SQL,missing,4,539.2338129496403,Asia,2
Victoria Ball,37.8,115368.0,missing,0,missing,West Zacharyville,Equatorial Guinea,True,F,311-827-3596,missing,employed,Commercial/residential surveyor,SQL,PowerBI,6,389.0,Africa,2
Brenda Nunez,42.452599388379205,38134.0,a,1,001,Edwardsmouth,South Georgia and the South Sandwich Islands,False,M,981.027.5303,missing,missing,"Programmer, multimedia",Python,Tableau,6,539.2338129496403,South America,2
Bryan Smith,53.0,93248.0,b,1,001,West William,Mali,True,missing,001-031-340-6149x01354,missing,missing,Charity officer,Python,missing,2,834.0,Africa,2
Katherine Allen,42.452599388379205,138529.0,b,0,001,East Mitchell,Sao Tome and Principe,True,missing,(704)479-7560x6865,missing,missing,"Lighting technician, broadcasting/film/video",SQL,missing,9,539.2338129496403,Africa,2
Mr. William Webster PhD,24.0,17658.0,missing,0,missing,New Joseview,Saudi Arabia,True,Other,077-691-9055x05168,missing,freelancer,Call centre manager,SQL,Tableau,0,140.0,Asia,2
Robert Stanley,64.0,87409.0,b,0,003,Port Cynthia,South Africa,False,M,(687)569-7509,missing,missing,Animal nutritionist,missing,Tableau,2,605.2,Africa,2
David Fuentes,37.2,78040.0,c,1,002,New Adam,Austria,False,M,+1-591-898-5774x116,single,missing,Printmaker,missing,Tableau,0,949.0,Europe,2
Dana Vincent,44.6,116805.0,missing,0,002,East Michaelport,Belarus,True,Other,043-665-1229x163,single,missing,"Therapist, art",missing,missing,4,322.0,Europe,2
Elizabeth Hunter,36.8,25726.0,a,1,003,Danaton,Congo,False,missing,924.771.1901x984,missing,missing,Risk manager,missing,PowerBI,5,880.0,Africa,2
John Lane,45.0,14341.0,a,0,002,Claudiafurt,Austria,True,F,001-231-140-2009x588,married,freelancer,Tax adviser,missing,Tableau,7,531.4,Europe,2
Kristi Wagner,43.2,28255.0,missing,0,001,Lake Angela,Honduras,True,M,344.080.8116,married,unemployed,"Producer, radio",Excel,missing,4,685.0,North America,2
Michael Cardenas,42.452599388379205,96410.0,missing,0,missing,South Michael,Azerbaijan,False,Other,(193)995-9518x2834,missing,missing,Risk analyst,missing,missing,9,539.2338129496403,Asia,2
Christopher Suarez,53.2,34456.0,b,1,abc,South Wendy,Paraguay,True,F,(631)823-1687,missing,employed,"Psychologist, forensic",SQL,missing,5,759.0,South America,2
Scott Simmons,42.452599388379205,131809.0,missing,0,abc,Courtneyland,Estonia,False,M,8419652235,missing,missing,Broadcast presenter,SQL,missing,0,539.2338129496403,Europe,2
Dr. Katie Kelley,39.6,120854.0,missing,1,003,Kennethstad,Nigeria,True,Other,(851)333-9023,married,freelancer,Landscape architect,Excel,R,7,534.0,Africa,2
Emily Smith,44.2,33918.0,c,0,missing,West David,Saint Martin,True,M,001-951-465-3373,single,freelancer,Product manager,Python,missing,1,931.0,North America,2
Darius Wilson,37.8,57019.0,c,0,abc,Joshuafurt,Gabon,False,Other,(809)573-0278x315,missing,freelancer,Clinical psychologist,missing,Tableau,8,390.0,Africa,2
Jonathan Bishop,33.0,143033.0,b,0,abc,Port Jessicaborough,Norway,True,M,001-929-622-6510x4578,missing,freelancer,"Psychologist, forensic",Excel,Tableau,10,154.0,Europe,2
Keith Hunter,33.0,104052.0,missing,0,missing,Keithside,Afghanistan,True,M,+1-171-276-4292x0793,single,missing,"Psychotherapist, dance movement",missing,PowerBI,0,970.0,Asia,2
Melissa Hall,39.2,107530.0,a,0,003,New Shaun,Albania,True,missing,+1-637-594-9288,single,freelancer,Secondary school teacher,Python,missing,3,621.0,Europe,2
David Garcia,42.452599388379205,81346.0,missing,1,002,South Jillian,Korea,True,missing,(076)983-8272x7402,missing,freelancer,Food technologist,missing,missing,3,539.2338129496403,Unknown,2
Amy Barnes,42.452599388379205,148283.0,b,0,002,Hardingstad,Equatorial Guinea,True,missing,299.111.8667,missing,freelancer,Paediatric nurse,missing,missing,1,539.2338129496403,Africa,2
Kellie Phelps,33.0,26924.0,b,0,002,Marcomouth,Cayman Islands,False,missing,(809)587-1827x7224,married,employed,Lawyer,SQL,missing,9,725.0,North America,2
Crystal Andrews,42.452599388379205,20448.0,missing,1,abc,Arnoldville,Albania,True,Other,914-335-6935,single,freelancer,Video editor,missing,missing,6,539.2338129496403,Europe,2
Bradley Mendoza,39.2,133116.0,missing,0,003,South Shirleytown,Czech Republic,False,Other,118.313.0910,missing,missing,Dietitian,missing,PowerBI,1,613.0,Europe,2
Christopher Estrada,62.0,8571.0,c,0,missing,East Jessicafort,Myanmar,True,F,608-529-5184x59167,missing,employed,Freight forwarder,Excel,missing,7,761.8,Asia,2
Mrs. Samantha Tran,42.452599388379205,148415.0,missing,1,001,Port Christineview,Nauru,True,M,253-888-1320x970,missing,freelancer,Contractor,missing,R,9,539.2338129496403,Oceania,2
Julie Kennedy,46.8,142167.0,a,0,missing,Maryberg,Pitcairn Islands,True,missing,025-717-2389x078,missing,missing,Chartered management accountant,missing,Tableau,5,186.0,Unknown,2
James Davenport,64.0,129222.0,a,0,abc,Lake Elizabethhaven,French Southern Territories,False,F,(939)052-9191x57796,single,employed,Materials engineer,Python,Tableau,3,445.0,Unknown,2
Michelle Johnson,42.452599388379205,21019.0,missing,0,002,Katrinaburgh,Turkmenistan,True,Other,1934391474,married,freelancer,Government social research officer,Excel,Tableau,4,539.2338129496403,Asia,2
Gabrielle Ochoa,41.0,110714.0,b,0,missing,Jamesport,Argentina,False,M,376.881.9544x420,married,employed,Sport and exercise psychologist,SQL,R,2,157.0,South America,2
